2324;FLT4
54888;NSUN2
54455;FBXO42
4238;MFAP3
84245;MRI1
4234;METTL1
175;AGA
55300;PI4K2B
259282;BOD1L1
27430;MAT2B
7092;TLL1
23644;EDC4
7204;TRIO
1462;VCAN
23274;CLEC16A
4481;MSR1
999;CDH1
23517;SKIV2L2
1767;DNAH5
9765;ZFYVE16
79567;FAM65A
729;C6
26064;RAI14
11284;PNKP
23035;PHLPP2
54908;SPDL1
27067;STAU2
54896;PQLC2
1497;CTNS
79142;PHF23
1008;CDH10
3631;INPP4A
5874;RAB27B
5685;PSMA4
55341;LSG1
10039;PARP3
3371;TNC
90326;THAP3
140876;FAM65C
55775;TDP1
84883;AIFM2
55812;SPATA7
9440;MED17
54884;RETSAT
822;CAPG
1175;AP2S1
7038;TG
10863;ADAM28
8538;BARX2
54165;DCUN1D1
23338;JADE2
3937;LCP2
54802;TRIT1
153;ADRB1
9820;CUL7
1495;CTNNA1
5256;PHKA2
54875;CNTLN
2042;EPHA3
3309;HSPA5
1829;DSG2
54960;GEMIN8
8481;OFD1
2824;GPM6B
80243;PREX2
22884;WDR37
64848;YTHDC2
56474;CTPS2
51606;ATP6V1H
5431;POLR2B
56204;FAM214A
116984;ARAP2
7175;TPR
1356;CP
23247;KIAA0556
84062;DTNBP1
7504;XK
57101;ANO2
57102;C12orf4
6322;SCML1
55841;WWC3
395;ARHGAP6
4134;MAP4
57120;GOPC
57646;USP28
9734;HDAC9
26262;TSPAN17
51491;NOP16
57545;CC2D2A
50484;RRM2B
168850;ZNF800
92017;SNX29
55885;LMO3
55173;MRPS10
51773;RSF1
55187;VPS13D
10659;CELF2
23196;FAM120A
23518;R3HDM1
1298;COL9A2
4254;KITLG
1161;ERCC8
11174;ADAMTS6
9563;H6PD
9341;VAMP3
8863;PER3
55040;EPN3
6716;SRD5A2
4052;LTBP1
5954;RCN1
2006;ELN
5982;RFC2
57492;ARID1B
81037;CLPTM1L
23327;NEDD4L
89801;PPP1R3F
3074;HEXB
79810;PTCD2
340533;KIAA2022
51528;JKAMP
27122;DKK3
7984;ARHGEF5
9603;NFE2L3
63933;MCUR1
51474;LIMA1
25875;LETMD1
9498;SLC4A8
10319;LAMC3
5733;PTGER3
5601;MAPK9
91522;COL23A1
9564;BCAR1
84067;FAM160A2
9709;HERPUD1
9454;HOMER3
10721;POLQ
5291;PIK3CB
1535;CYBA
84321;THOC3
23593;HEBP2
10198;MPHOSPH9
54477;PLEKHA5
5652;PRSS8
80143;SIKE1
23223;RRP12
57600;FNIP2
6307;MSMO1
55761;TTC17
23105;FSTL4
1112;FOXN3
728464;METTL24
8574;AKR7A2
51154;MRTO4
55850;USE1
23101;MCF2L2
3909;LAMA3
55745;AP5M1
29945;ANAPC4
3784;KCNQ1
27095;TRAPPC3
9967;THRAP3
29085;PHPT1
954;ENTPD2
4065;LY75
51742;ARID4B
23596;OPN3
10806;SDCCAG8
55733;HHAT
23095;KIF1B
2296;FOXC1
25771;TBC1D22A
23224;SYNE2
57475;PLEKHH1
10079;ATP9A
25884;CHRDL2
23201;FAM168A
84957;RELT
2581;GALC
51602;NOP58
26099;SZRD1
3757;KCNH2
8454;CUL1
10827;FAM114A2
26999;CYFIP2
23118;TAB2
116254;GINM1
5610;EIF2AK2
57602;USP36
58508;KMT2C
55283;MCOLN3
114800;CCDC85A
23369;PUM2
84545;MRPL43
54969;C4orf27
51663;ZFR
55609;ZNF280C
112885;PHF21B
7185;TRAF1
54542;RC3H2
7703;PCGF2
55540;IL17RB
10758;TRAF3IP2
8908;GYG2
131566;DCBLD2
6646;SOAT1
5318;PKP2
2665;GDI2
639;PRDM1
9474;ATG5
57458;TMCC3
57095;PITHD1
57504;MTA3
8975;USP13
23200;ATP11B
3918;LAMC2
5218;CDK14
29927;SEC61A1
4659;PPP1R12A
5923;RASGRF1
816;CAMK2B
9696;CROCC
55718;POLR3E
493;ATP2B4
9877;ZC3H11A
55781;RIOK2
54432;YIPF1
55706;NDC1
1608;DGKG
84256;FLYWCH1
64718;UNKL
6916;TBXAS1
64761;PARP12
5832;ALDH18A1
6894;TARBP1
5188;PET112
4084;MXD1
5128;CDK17
548645;DNAJC25
6515;SLC2A3
5662;PSD
9150;CTDP1
8531;YBX3
55359;STYK1
65125;WNK1
55749;CCAR1
11054;OGFR
2769;GNA15
55650;PIGV
10076;PTPRU
9410;SNRNP40
23504;RIMBP2
79832;QSER1
51660;MPC1
30;ACAA1
586;BCAT1
51564;HDAC7
11178;LZTS1
93166;PRDM6
6676;SPAG4
10787;NCKAP1
60488;MRPS35
2983;GUCY1B3
6433;SFSWAP
10188;TNK2
23041;MON2
1001;CDH3
65056;GPBP1
84649;DGAT2
7771;ZNF112
1431;CS
63916;ELMO2
23063;WAPAL
81671;VMP1
10513;APPBP2
5424;POLD1
1975;EIF4B
28968;SLC6A16
29998;GLTSCR1
56848;SPHK2
6141;RPL18
770;CA11
79763;ISOC2
11338;U2AF2
29924;EPN1
55588;MED29
10838;ZNF275
8776;MTMR1
2817;GPC1
57143;ADCK1
3029;HAGH
6047;RNF4
841;CASP8
22998;LIMCH1
55726;ASUN
51768;TM7SF3
53340;SPA17
8839;WISP2
10402;ST3GAL6
9914;ATP2C2
4804;NGFR
50937;CDON
6873;TAF2
28996;HIPK2
23534;TNPO3
8625;RFXANK
54929;TMEM161A
9170;LPAR2
5476;CTSA
10147;SUGP2
6558;SLC12A2
28966;SNX24
2139;EYA2
1265;CNN2
10347;ABCA7
9627;SNCAIP
11218;DDX20
53339;BTBD1
55711;FAR2
8537;BCAS1
1117;CHI3L2
22904;SBNO2
5378;PMS1
10362;HMG20B
10203;CALCRL
6882;TAF11
23294;ANKS1A
8943;AP3D1
7629;ZNF76
9351;SLC9A3R2
4913;NTHL1
54887;UHRF1BP1
2773;GNAI3
3843;IPO5
4942;OAT
10885;WDR3
5586;PKN2
57418;WDR18
9697;TRAM2
9423;NTN1
1606;DGKA
2065;ERBB3
91526;ANKRD44
3735;KARS
23536;ADAT1
10954;PDIA5
55633;TBC1D22B
4710;NDUFB4
23013;SPEN
4638;MYLK
55854;ZC3H15
6416;MAP2K4
55248;TMEM206
9892;SNAP91
9748;SLK
51167;CYB5R4
1308;COL17A1
119391;GSTO2
55176;SEC61A2
5588;PRKCQ
7089;TLE2
51665;ASB1
83641;FAM107B
4199;ME1
23216;TBC1D1
8621;CDK13
10797;MTHFD2
84679;SLC9A7
55810;FOXJ2
4904;YBX1
5141;PDE4A
5525;PPP2R5A
1994;ELAVL1
7075;TIE1
57609;DIP2B
6602;SMARCD1
9682;KDM4A
4802;NFYC
84217;ZMYND12
259266;ASPM
8832;CD84
64834;ELOVL1
6688;SPI1
30834;ZNRD1
744;MPPED2
27107;ZBTB11
4287;ATXN3
9950;GOLGA5
2263;FGFR2
55631;LRRC40
51015;ISOC1
2009;EML1
60487;TRMT11
55623;THUMPD1
91283;MSANTD3
26153;KIF26A
55102;ATG2B
10565;ARFGEF1
57623;ZFAT
9650;MTFR1
2235;FECH
4649;MYO9A
8653;DDX3Y
5214;PFKP
3422;IDI1
6672;SP100
1316;KLF6
8611;PPAP2A
4756;NEO1
23471;TRAM1
5255;PHKA1
7132;TNFRSF1A
782;CACNB1
7813;EVI5
9399;STOML1
5315;PKM
54505;DHX29
30836;DNTTIP2
79091;METTL22
7158;TP53BP1
7216;TRO
51018;RRP15
387;RHOA
1659;DHX8
5382;PMS2P4
5590;PRKCZ
7544;ZFY
55699;IARS2
6857;SYT1
89795;NAV3
3421;IDH3G
79641;ROGDI
57595;PDZD4
6093;ROCK1
865;CBFB
5165;PDK3
8692;HYAL2
9759;HDAC4
11186;RASSF1
2261;FGFR3
3430;IFI35
63897;HEATR6
80347;COASY
79990;PLEKHH3
4205;MEF2A
55593;OTUD5
7030;TFE3
4943;TBC1D25
2182;ACSL4
3632;INPP5A
27238;GPKOW
56850;GRIPAP1
24140;FTSJ1
55771;PRR11
65055;REEP1
23250;ATP11A
25885;POLR1A
9741;LAPTM4A
57217;TTC7A
51447;IP6K2
55133;SRBD1
23191;CYFIP1
3796;KIF2A
10235;RASGRP2
23198;PSME4
57560;IFT80
22933;SIRT2
27248;ERLEC1
5526;PPP2R5B
5837;PYGM
5307;PITX1
375449;MAST4
221395;GPR116
54549;SDK2
55746;NUP133
64710;NUCKS1
55737;VPS35
10294;DNAJA2
602;BCL3
8514;KCNAB2
10060;ABCC9
29121;CLEC2D
139341;FUNDC1
4129;MAOB
6095;RORA
7049;TGFBR3
23285;KIAA1107
54626;HES2
483;ATP1B3
4734;NEDD4
9488;PIGB
5597;MAPK6
10681;GNB5
5873;RAB27A
27440;CECR5
7353;UFD1L
4040;LRP6
57661;PHRF1
8518;IKBKAP
4925;NUCB2
5217;PFN2
5774;PTPN3
6710;SPTB
27071;DAPP1
2255;FGF10
23446;SLC44A1
54916;TMEM260
23293;SMG6
10640;EXOC5
8218;CLTCL1
10272;FSTL3
9993;DGCR2
55658;RNF126
4335;MNT
79364;ZXDC
23210;JMJD6
5423;POLB
55808;ST6GALNAC1
55062;WIPI1
57704;GBA2
3340;NDST1
440;ASNS
10947;AP3M2
10610;ST6GALNAC2
26986;PABPC1
10420;TESK2
29105;C16orf80
1459;CSNK2A2
11099;PTPN21
8891;EIF2B3
6949;TCOF1
998;CDC42
26031;OSBPL3
56852;RAD18
490;ATP2B1
8440;NCK2
9448;MAP4K4
11320;MGAT4A
6160;RPL31
9948;WDR1
23161;SNX13
79658;ARHGAP10
6196;RPS6KA2
54556;ING3
22846;VASH1
29995;LMCD1
114049;WBSCR22
6400;SEL1L
9319;TRIP13
537;ATP6AP1
6929;TCF3
28951;TRIB2
26528;DAZAP1
53615;MBD3
6596;HLTF
9130;FAM50A
60343;FAM3A
29894;CPSF1
79901;CYBRD1
28513;CDH19
5134;PDCD2
51109;RDH11
5566;PRKACA
22859;LPHN1
87;ACTN1
23503;ZFYVE26
27330;RPS6KA6
22905;EPN2
26469;PTPN18
55679;LIMS2
10290;SPEG
84708;LNX1
224;ALDH3A2
7037;TFRC
6720;SREBF1
27125;AFF4
7321;UBE2D1
64398;MPP5
9886;RHOBTB1
8243;SMC1A
3028;HSD17B10
2011;MARK2
55743;CHFR
29953;TRHDE
8974;P4HA2
2213;FCGR2B
4775;NFATC3
51095;TRNT1
37;ACADVL
6793;STK10
23291;FBXW11
9744;ACAP1
1400;CRMP1
2121;EVC
51009;DERL2
54847;SIDT1
54820;NDE1
10335;MRVI1
79041;TMEM38A
8907;AP1M1
5817;PVR
8517;IKBKG
7515;XRCC1
949;SCARB1
4171;MCM2
54456;MOV10L1
56666;PANX2
83642;SELO
8626;TP63
80216;ALPK1
3993;LLGL2
5151;PDE8A
1183;CLCN4
54475;NLE1
6389;SDHA
6605;SMARCE1
55876;GSDMB
5927;KDM5A
4185;ADAM11
5523;PPP2R3A
10979;FERMT2
5743;PTGS2
10644;IGF2BP2
9175;MAP3K13
6480;ST6GAL1
10129;FRY
8301;PICALM
4905;NSF
2736;GLI2
23332;CLASP1
65993;MRPS34
4854;NOTCH3
1207;CLNS1A
5522;PPP2R2C
8463;TEAD2
8726;EED
7251;TSG101
55421;C17orf85
489;ATP2A3
771;CA12
11343;MGLL
59277;NTN4
617;BCS1L
9891;NUAK1
54878;DPP8
9187;SLC24A1
55205;ZNF532
8578;SCARF1
3998;LMAN1
51495;PTPLAD1
26034;IPCEF1
23140;ZZEF1
2023;ENO1
56005;C19orf10
57719;ANO8
51175;TUBE1
55160;ARHGEF10L
7294;TXK
9671;WSCD2
6865;TACR2
64431;ACTR6
54962;TIPIN
6717;SRI
8672;EIF4G3
79023;NUP37
10371;SEMA3A
10512;SEMA3C
55020;TTC38
38;ACAT1
23151;GRAMD4
9620;CELSR1
27332;ZNF638
55972;SLC25A40
29090;TIMM21
119;ADD2
9462;RASAL2
9605;VPS9D1
7587;ZNF37A
4140;MARK3
5250;SLC25A3
64778;FNDC3B
2355;FOSL2
27092;CACNG4
285527;FRYL
23505;TMEM131
6624;FSCN1
60;ACTB
55034;MOCOS
5337;PLD1
284403;WDR62
1739;DLG1
7879;RAB7A
55973;BCAP29
25956;SEC31B
9733;SART3
55843;ARHGAP15
113457;TUBA3D
23016;EXOSC7
22920;KIFAP3
23609;MKRN2
4175;MCM6
25996;REXO2
10179;RBM7
5939;RBMS2
11176;BAZ2A
25930;PTPN23
4292;MLH1
7374;UNG
2329;FMO4
27252;KLHL20
8786;RGS11
113235;SLC46A1
5362;PLXNA2
10615;SPAG5
88455;ANKRD13A
7163;TPD52
32;ACACB
9618;TRAF4
55824;PAG1
55094;GPATCH1
3385;ICAM3
22978;NT5C2
4162;MCAM
2239;GPC4
55796;MBNL3
57662;CAMSAP3
5909;RAP1GAP
56949;XAB2
9138;ARHGEF1
6813;STXBP2
5609;MAP2K7
8527;DGKD
83992;CTTNBP2
5915;RARB
7155;TOP2B
56889;TM9SF3
4791;NFKB2
29089;UBE2T
4660;PPP1R12B
54431;DNAJC10
2975;GTF3C1
3566;IL4R
23032;USP33
5063;PAK3
827;CAPN6
6626;SNRPA
56915;EXOSC5
1781;DYNC1I2
54518;APBB1IP
4034;LRCH4
143684;FAM76B
51548;SIRT6
10714;POLD3
832;CAPZB
7107;GPR137B
10003;NAALAD2
79960;JADE1
203427;SLC25A43
7319;UBE2A
2260;FGFR1
2969;GTF2I
2192;FBLN1
8516;ITGA8
8530;CST7
4133;MAP2
9063;PIAS2
273;AMPH
369;ARAF
56922;MCCC1
27074;LAMP3
2191;FAP
10529;NEBL
55331;ACER3
3093;UBE2K
5289;PIK3C3
55728;N4BP2
57103;C12orf5
7289;TULP3
8871;SYNJ2
108;ADCY2
5527;PPP2R5C
5379;PMS2P1
54715;RBFOX1
2782;GNB1
3205;HOXA9
1906;EDN1
8028;MLLT10
55063;ZCWPW1
117;ADCYAP1R1
9452;ITM2A
4898;NRD1
7419;VDAC3
5108;PCM1
57690;TNRC6C
9139;CBFA2T2
1620;BRINP1
83737;ITCH
58476;TP53INP2
51150;SDF4
80341;BPIFB2
7161;TP73
54472;TOLLIP
51619;UBE2D4
27098;CLUL1
862;RUNX1T1
9984;THOC1
51661;FKBP7
114880;OSBPL6
6507;SLC1A3
7520;XRCC5
56925;LXN
11262;SP140
8569;MKNK1
7145;TNS1
57455;REXO1
56681;SAR1A
8556;CDC14A
10411;RAPGEF3
634;CEACAM1
29843;SENP1
23152;CIC
3991;LIPE
2222;FDFT1
5050;PAFAH1B3
4983;OPHN1
3835;KIF22
10590;SCGN
55604;LRRC16A
5236;PGM1
1653;DDX1
1785;DNM2
2037;EPB41L2
22999;RIMS1
26002;MOXD1
8417;STX7
11158;RABL2B
9817;KEAP1
51006;SLC35C2
285220;EPHA6
5991;RFX3
55183;RIF1
23011;RAB21
8671;SLC4A4
6595;SMARCA2
27244;SESN1
11043;MID2
50509;COL5A3
10847;SRCAP
9933;KIAA0020
3781;KCNN2
4850;CNOT4
5663;PSEN1
1371;CPOX
56650;CLDND1
5891;MOK
3320;HSP90AA1
5933;RBL1
22839;DLGAP4
22997;IGSF9B
114819;CROCCP3
10403;NDC80
23431;AP4E1
54665;RSBN1
260425;MAGI3
2920;CXCL2
1286;COL4A4
6932;TCF7
28962;OSTM1
1005;CDH7
57092;PCNP
55218;EXD2
384;ARG2
4208;MEF2C
5788;PTPRC
5317;PKP1
79876;UBA5
9262;STK17B
8555;CDC14B
22869;ZNF510
440515;ZNF506
65094;JMJD4
11266;DUSP12
65985;AACS
9812;KIAA0141
93664;CADPS2
56131;PCDHB4
56113;PCDHGA2
51668;HSPB11
23239;PHLPP1
5205;ATP8B1
6604;SMARCD3
55100;WDR70
2533;FYB
55437;STRADB
9689;BZW1
5241;PGR
114899;C1QTNF3
4200;ME2
55322;C5orf22
905;CCNT2
57579;FAM135A
1310;COL19A1
23136;EPB41L3
22837;COBLL1
1741;DLG3
3776;KCNK2
56256;SERTAD4
7188;TRAF5
29093;MRPL22
25929;GEMIN5
4986;OPRK1
4779;NFE2L1
2932;GSK3B
3693;ITGB5
23085;ERC1
7514;XPO1
11342;RNF13
80036;TRPM3
79728;PALB2
23033;DOPEY1
57226;LYRM2
594;BCKDHB
7994;KAT6A
79670;ZCCHC6
9706;ULK2
79977;GRHL2
3842;TNPO1
5351;PLOD1
5026;P2RX5
3682;ITGAE
22894;DIS3
10464;PIBF1
81550;TDRD3
26747;NUFIP1
23047;PDS5B
5019;OXCT1
10325;RRAGB
1540;CYLD
10998;SLC27A5
25799;ZNF324
79891;ZNF671
55659;ZNF416
54807;ZNF586
55663;ZNF446
9422;ZNF264
6193;RPS5
2195;FAT1
91746;YTHDC1
25978;CHMP2B
64744;SMAP2
10450;PPIE
10269;ZMPSTE24
56910;STARD7
84273;NOA1
5978;REST
54434;SSH1
2950;GSTP1
334;APLP2
57613;KIAA1467
51729;WBP11
8668;EIF3I
79570;NKAIN1
1307;COL16A1
200081;TXLNA
338;APOB
8648;NCOA1
60509;AGBL5
22979;EFR3B
3797;KIF3C
10890;RAB10
3030;HADHA
22924;MAPRE3
790;CAD
966;CD59
3732;CD82
63035;BCORL1
546;ATRX
6880;TAF9
55892;MYNN
2122;MECOM
9522;SCAMP1
5550;PREP
57531;HACE1
81929;SEH1L
22911;WDR47
57590;WDFY1
5016;OVGP1
29957;SLC25A24
4216;MAP3K4
29992;PILRA
57549;IGSF9
5243;ABCB1
7760;ZNF213
231;AKR1B1
8895;CPNE3
54700;RRN3
2017;CTTN
7481;WNT11
4528;MTIF2
23259;DDHD2
22996;TTC39A
2060;EPS15
4258;MGST2
10523;CHERP
55054;ATG16L1
55230;USP40
55624;POMGNT1
23139;MAST2
3301;DNAJA1
2683;B4GALT1
51510;CHMP5
4799;NFX1
27292;DIMT1
51194;IPO11
2346;FOLH1
27102;EIF2AK1
54749;EPDR1
29887;SNX10
22929;SEPHS1
10573;MRPL28
80271;ITPKC
4680;CEACAM6
2196;FAT2
55696;RBM22
10959;TMED2
56605;ERO1LB
54469;ZFAND6
55787;TXLNG
7462;LAT2
10075;HUWE1
9183;ZW10
79796;ALG9
50507;NOX4
8310;ACOX3
8898;MTMR2
23645;PPP1R15A
51171;HSD17B14
7205;TRIP6
43;ACHE
2512;FTL
51593;SRRT
581;BAX
51701;NLK
94005;PIGS
9509;ADAMTS2
56970;ATXN7L3
9489;PGS1
5705;PSMC5
51720;UIMC1
4313;MMP2
54947;LPCAT2
2775;GNAO1
55239;OGFOD1
6452;SH3BP2
8602;NOP14
118;ADD1
79944;L2HGDH
57544;TXNDC16
51637;C14orf166
22795;NID2
64395;GMCL1
10992;SF3B2
57542;KLHL42
2778;GNAS
10059;DNM1L
51290;ERGIC2
7022;TFAP2C
6790;AURKA
57091;CASS4
8544;PIR
28971;AAMDC
5990;RFX2
11254;SLC6A14
339175;METTL2A
6820;SULT2B1
29929;ALG6
4849;CNOT3
5775;PTPN4
8886;DDX18
8570;KHSRP
2767;GNA11
55616;ASAP3
55741;EDEM2
1789;DNMT3B
22974;TPX2
80307;FER1L4
81572;PDRG1
2036;EPB41L1
6564;SLC15A1
23348;DOCK9
55608;ANKRD10
23483;TGDS
1795;DOCK3
51161;C3orf18
57017;COQ9
64147;KIF9
79822;ARHGAP28
54675;CRLS1
23368;PPP1R13B
8455;ATRN
54498;SMOX
6614;SIGLEC1
2280;FKBP1A
55968;NSFL1C
83959;SLC4A11
25943;C20orf194
79175;ZNF343
57593;EBF4
56265;CPXM1
57506;MAVS
9762;LZTS3
22803;XRN2
55857;PLK1S1
8655;DYNLL1
54997;TESC
27131;SNX5
6128;RPL6
8550;MAPKAPK5
5027;P2RX7
51575;ESF1
10741;RBBP9
51433;ANAPC5
9962;SLC23A2
80024;SLC8B1
